,Tweet_text,date,username,retweets,hashtags,uni_handle,compound,Sentiment
1979,"@DBhaskarHindi my NRI son's wedding reception with special http://children.My son passed out from BITS Pilani and now pursuing MBA from ESSADE university SPAIN. message to society ,our happiness should be shared with those who really needs. For your positive news of day.",2019-08-22 16:24:11+00:00,sethi309,0,,0.0,0.9062,Positive
1980,"@timesofindia my NRI son's wedding reception with special http://children.My son passed out from BITS Pilani and now pursuing MBA from ESSADE university SPAIN. message to society ,our happiness should be shared with those who really needs. For your positive news of day.",2019-08-22 16:23:14+00:00,sethi309,0,,0.0,0.9062,Positive
1981,"@sardesairajdeep Hello Sir, I would like to let you know about the E-Summit, "" Coalescence"" at BITS Pilani, Goa, on 8th Sept 2019. We at E-CELL wish to have you on speaker panel to learn from your experiences of life! @CoalescenceIN",2019-08-22 14:04:36+00:00,PrsPranit,0,,0.0,0.6696,Positive
1982,"@RajkummarRao Hello Sir, I would like to let you know about the E-Summit, "" Coalescence"" at BITS Pilani, Goa, on 8th Sept 2019. We at E-CELL wish to have you on speaker panel to learn from your experiences of life! @CoalescenceIN",2019-08-22 14:04:14+00:00,PrsPranit,0,,0.0,0.6696,Positive
1983,"Dhrubajyoti Mondal, a former PhD student under the supervision of Prof. Soumitro Banerjee, who graduated IISER Kolkata in 2018 has recently joined BITS Pilani K.K. Birla Goa Campus as an Assistant Professor in the Department of Mathematics.",2019-08-22 07:46:46+00:00,iiserkol,0,,0.0,0.0,Neutral
1984,BITS Pilani Chemistry Professor Selected for CRSI Bronze Medal More Details : https://www.bits-pilani.ac.in/Pilani/details.aspx?bid=109&amp;cid=555&amp;id=2697 #BITSPilani ,2019-08-22 04:46:08+00:00,bitspilaniindia,7,#BITSPilani,1.0,0.4767,Positive
1985,"Our greatest accomplishments cannot be behind us because the destiny lies infront of us. #convocated @Bits pilani, Hydrabad https://www.instagram.com/p/B1b1XQ7lGRdt6lyYElUtUbvcyFrr55QLe__mAs0/?igshid=7y3x4sm327rl",2019-08-21 17:45:58+00:00,SagarDa18379972,0,#convocated,0.0,0.34,Positive
1986,"I do not know why people use such ""end of world"" situation for Indian economy! At best it's a slowdown due to multiple factors! Bits Pilani + Swayamsewak!! Interesting",2019-08-21 15:33:10+00:00,drrbpatil,0,,0.0,0.8429,Positive
1987,"there is an option of dual-degree in many universities. you need to spend 5 years and you get BE + Masters in one of the arts subjects. Just in case you are interested. BITS Pilani is one such place! Please share ur thoughts &amp; worries more, May be we all can help little little!",2019-08-21 13:48:59+00:00,thomasjins,0,,0.0,0.7707,Positive
1988,"@bbcnewsmarathi am organising my son's wedding reception, who is NRI graduate from BITS , Pilani, now going to Spain for MBA at ESSADE university. The function will be at Special child school ,children and staff of school. want blessing of these child and see smile on their faces",2019-08-21 11:32:57+00:00,sethi309,0,,0.0,0.8271,Positive
1989,"@marathinewss am organising my son's wedding reception, who is NRI graduate from BITS , Pilani, now going to Spain for MBA at ESSADE university. The function will be at Special child school ,children and staff of school. want blessing of these child and see smile on their faces.",2019-08-21 11:32:39+00:00,sethi309,0,,0.0,0.8271,Positive
1990,"am organising my son's wedding reception, who is NRI graduate from BITS , Pilani, now going to Spain for MBA at ESSADE university. The function will be at Special child school ,children and staff of school. want blessing of these child and see smile on their faces.",2019-08-21 11:31:12+00:00,sethi309,0,,0.0,0.8271,Positive
1991,"@IndianExpress am organising my son's wedding reception, who is NRI graduate from BITS , Pilani, now going to Spain for MBA at ESSADE university. The function will be at Special child school ,children and staff of school. want blessing of these child and see smile on their faces.",2019-08-21 11:13:59+00:00,sethi309,0,,0.0,0.8271,Positive
1992,"@DBhaskarHindi I am organising my son's wedding reception, who is a NRI graduate from BITS Pilani, now going to Spain for MBA at ESSADE university. The function will be at Special child school ,children and staff of school. want blessing of these child ,see smile on their faces.",2019-08-21 11:10:23+00:00,sethi309,0,,0.0,0.8271,Positive
1993,"@ABPNews I am organising my son's wedding reception, who is a NRI graduate from BITS , Pilani, now going to Spain for MBA at ESSADE university. The function will be at Special child school with children and staff of school. We want blessing of these child ,see smile on their face",2019-08-21 11:07:36+00:00,sethi309,0,,0.0,0.8271,Positive
1994,"@ndtv I am organising my son's wedding reception, who is a NRI graduate from BITS , Pilani, now going to Spain for MBA at ESSADE university. The function will be at Special child school with children and staff of school. We want blessing of these child ,see smile on their faces.",2019-08-21 11:06:30+00:00,sethi309,0,,0.0,0.8271,Positive
1995,"@aajtak I am organising my son's wedding reception, who is a NRI graduate from BITS , Pilani, now going to Spain for MBA at ESSADE university. The function will be at Special child school with children and staff of school. We want blessing of these child see smile on their faces.",2019-08-21 11:05:57+00:00,sethi309,0,,0.0,0.8271,Positive
1996,"@sardesairajdeep my NRI son's wedding reception with special http://children.My son passed out from BITS Pilani and now pursuing MBA from ESSADE university SPAIN. message to society ,our happiness should be shared with those who really needs. For your positive news of day.",2019-08-21 11:02:10+00:00,sethi309,1,,0.0,0.9062,Positive
1997,"I am organising my son's wedding reception, who is a NRI graduate from BITS , Pilani, now going to Spain for MBA at ESSADE university. The function will be at Special child school with children and staff of school. We want blessing of these child and see smile on their faces.",2019-08-21 10:53:13+00:00,sethi309,0,,0.0,0.8271,Positive
1998,"Senior Library Assistant vacancy in BITS Pilani, Rajastan https://drlibsc.blogspot.com/2019/08/senior-library-assistant-vacancy-in.html#.XVz8XPhkHZI.twitter",2019-08-21 08:10:07+00:00,DrLibSc,0,,0.0,0.0,Neutral
1999,"BITS Pilani Jobs 2019: Vacancy 1Junior Research Fellow/ Senior Research Fellow QualificationAny Graduate, Any Post Graduate, M.E/M.Tech Vacancies01 Post SalaryRs. 31,000 - Rs. 35,000/-Per Month ExperienceFresher Job LocationSouth Goa Last Date to Apply07/09/2019",2019-08-21 06:41:41+00:00,SarthiRajasthan,2,,0.0,0.0,Neutral
2000,"BITS Pilani – Info, Ranking, Cutoff &amp; Placements 2019 http://bit.ly/2gdnG1e #BITS #EngineeringColleges #BITSPilani",2019-08-20 18:03:03+00:00,CollegePravesh,0,#BITS #EngineeringColleges #BITSPilani,0.0,0.0,Neutral
2001,When I was studying Pharmacy in BITS Pilani in 1974-78 we were handling IBM 470 computer as part of our course syllabus and yet Rajiv Gandhi is credited with bringing computers to India!!,2019-08-20 12:57:52+00:00,ramgulwady,0,,0.0,0.4738,Positive
2002,"once again it is mrs paladin keeping me in check, once i had posted about gas issue i was facing and she helpfully deleted it and replaced with post about our son rokesh (Rocky) reviving our Panasonic tv set with just hair and saliva (he is attempting to join BITS, pilani)",2019-08-20 10:42:34+00:00,PaladinContent,1,,0.0,0.6705,Positive
2003,BITS Pilani Hyderabad tests cost-effective method to tackle dengue http://www.newindianexpress.com/states/telangana/2019/aug/09/bits-pilani-hyderabad-tests-cost-effective-method-to-tackle-dengue-2016216.html via @NewIndianXpress,2019-08-20 06:20:29+00:00,j2telangana,0,,0.0,0.0,Neutral
2004,@nsitharaman you are telling Indian people to sell pakodas if a person educated from BITS PILANI and asking him to sell pakodas is it ease of doing business @narendramodi @anandmahindra time has come to raise your voice against anti corporate policies,2019-08-20 05:19:29+00:00,madhavanarasani,0,,0.0,0.0516,Positive
2005,"Just posted a photo @ATMOS, BITS Pilani Hyderabad Campus https://www.instagram.com/p/B1WrHZXgEw-viqNvt1ZS8I5T7O1KBCY9tp7Wpk0/?igshid=1ugfhy2y4umsj",2019-08-19 17:40:14+00:00,Ch488Lion,0,,0.0,0.0,Neutral
2006,"We’ve been featured on the front page of Mumbai’s @timesofindia ! Covering our story from the inception at BITS Pilani to our journey of raising over $800K We’re grateful for support of our mentors, well-wishers &amp; people whose contributions have led us to where we are today ",2019-08-19 11:30:25+00:00,tapchief,1,,0.0,0.7177,Positive
2007,"@UofTSCS Hi University of Toronto, Request if you can advise whether Masters of Business administration( 2 years full time) from prestigious BITS Pilani, India would be considered as Diploma or master degree. Degree have MBA written over it",2019-08-19 06:27:29+00:00,SanyamGoswami,0,,0.0,0.0,Neutral
2008,'Internet of Things' ( IoT) - A 11-month Post Graduate Programme/Course By BITS Pilani Ashok Gupta... https://bits-pilani-wilp.ac.in/campaign/post-graduate-programme-internet-of-things.php?utm_source=Quora_prospect_IOT&amp;utm_medium=IOT_Native&amp;utm_campaign=Bits_Iot_July_19,2019-08-19 03:00:57+00:00,agagar6,0,,0.0,0.0,Neutral
2009,"@RNTata2000 Dear Sir, I Kamlesh Champalal kaswa is not getting support from Tata Motors.. I have devoted 3 years for Bits Pilani B Tech from Tata Motors sponsored and for last semester Tata Motors is not allowing me as unfortunately I am not working with Tata Motors..Plese help.",2019-08-18 15:40:00+00:00,ChampalalKaswa,0,,0.0,0.5175,Positive
2010,"Is Oasis still the name of BITS Pilani’s festival? Sometimes, the most obvious name is the best one, no? At IT-BHU (it’s IIT now, but I prefer it’s one-I’d identity), our fest was called Kashi Yatra. I was a fresher, when it had its inaugural edition. It’s still going strong. +",2019-08-18 06:41:21+00:00,ramkid,1,,0.0,0.8594,Positive
2011,"You are bits pilani passout,Senior IAS officer,reputed Author yet you are a simple http://man.You are inspiration to youth sir.Respect",2019-08-17 11:14:24+00:00,Iamomkar0911,3,,0.0,0.5267,Positive
2012,"We conducted the Annual India Quiz at Army Institute of Technology on occasion of this 73rd Independence Day. The quiz saw a good participation of over 25 teams from colleges like COEP, BITS Pilani, BITS Goa, AFMC,… https://www.instagram.com/p/B1QJojFAM9x/?igshid=1ndconvdet7s0",2019-08-17 04:52:15+00:00,BahutSochneWala,0,,0.0,0.6597,Positive
2013,I am an sde there and a bits Pilani graduate,2019-08-16 20:30:12+00:00,thebestakash,0,,0.0,0.0,Neutral
2014,Birla Institute of Technology and science (Bits) -Pilani #rajasthanpalaces #royalrajasthan #rajasthantourism #rajasthaniculture #cultureofrajasthan #facebook #twitter #instagram #rajasthanpalaces,2019-08-16 20:03:18+00:00,e_rajasthan,1,#rajasthanpalaces #royalrajasthan #rajasthantourism #rajasthaniculture #cultureofrajasthan #facebook #twitter #instagram #rajasthanpalaces,0.0,0.0,Neutral
2015,sikar - mini education hub after Kota. pilani - Bits pilani Ranthambhore - African forest n last but not least Bhangarh - gaand phatti h wha jaane k naam pr(famous Haunted place),2019-08-16 16:14:24+00:00,perpendicularr_,0,,0.0,-0.631,Negative
2016,"http://ReachIvy.com congratulates the 4th winner of the ReachIvy Scholarship 2019 - Aditi Sharma , BITS Pilani #Scholarship #Winner #ReachIvy #StudyAbroad #Bitspilani #Masters #computerscience",2019-08-16 12:30:08+00:00,ReachIvy,0,#Scholarship #Winner #ReachIvy #StudyAbroad #Bitspilani #Masters #computerscience,0.0,0.8225,Positive
2017,@ArvindKejriwal how can be BITS pilani electrical engineer working for Jindal steel be a poor man.don't you have sense to lie like yhis kejru bhai,2019-08-16 11:06:13+00:00,dhiva24,0,,0.0,-0.1531,Negative
2018,"8 Decades Old Banasthali Celebrates 73rd Independence Day - After hearing speech of VC who is an alumnus of MIT SUNY & BITS Pilani one can say that while a candle can light up just a few lamps, a speech indeed can enlighten a thousand audiences ",2019-08-16 11:03:04+00:00,deannattu,0,,0.0,0.7906,Positive
2019,"The Birla Institute of Technology & Science, which is famous by the name as BITS Pilani is an all India Institute for Higher Education. The Institute is a dream come true of its founder Late Mr. GD Birla. http://www.stucredblog.com/interesting-facts-about-bits-pilani/",2019-08-16 10:57:37+00:00,stucred,0,,0.0,0.5859,Positive
2020,"Applications are invited for Junior Research Fellow at BITS Pilani | M.Pharm, M.S Pharm https://www.pharmatutor.org/content/august-2019/job-for-junior-research-fellow-at-birla-institute-of-technology-and-science-pilani-mpharm-ms-pharm",2019-08-16 10:08:36+00:00,pharmatutor,0,,0.0,0.0,Neutral
2021,BITS Pilani Students Win MICHELIN Mobility Innovation Challenge 2019 Read more ... https://lnkd.in/fTUU32T #BITSPilani #MICHELIN,2019-08-16 08:14:18+00:00,bitspilaniindia,5,#BITSPilani #MICHELIN,1.0,0.7717,Positive
2022,"73 Independence Day Celebrations at BITS Pilani, Pilani Campus on 15 August 2019 Read More : https://www.linkedin.com/feed/update/urn:li:activity:6568027354378145792 #BITSPilani ",2019-08-16 07:24:36+00:00,bitspilaniindia,4,#BITSPilani,1.0,0.0,Neutral
2023,hai sir in my village merit student .her name {varnam sreeja}she is studing in (bits)pilani rajasthan.completed 2 years now they are unable to pay fees in the university so her family were suffering so.they belongs to {oc} reddys but they are very poor .so pls kindly help,2019-08-16 06:29:49+00:00,BanothuMurali,1,,0.0,0.5798,Positive
2024,Another victim of debt - this is a 53 year old engineer from BITS Pilani ! ,2019-08-16 05:45:50+00:00,hrnext,0,,0.0,-0.5983,Negative
2025,"Applications are invited for Junior Research Fellow at BITS Pilani | M.Pharm, M.S Pharm https://goo.gl/fb/gf53bA",2019-08-16 00:57:11+00:00,PharmaTutors,0,,0.0,0.0,Neutral
2026,"@TripathiiPankaj Hello Sir, I would like to let you know about the Annual E-Eummit of BITS Pilani Goa to be held on 8th September. We wish to have you as a Keynote Speaker and learn from your experiences. Willing to connect for further discussions. @CoalescenceIN",2019-08-15 21:53:04+00:00,yashhsm,0,,0.0,0.6369,Positive
2027,"Advertisement for Senior Library Assistant Post in BITS, Pilani : Last Date 24/08/19 https://bibliophilevirtuallibrary.com/2019/08/14/advertisement-for-senior-library-assistant-post-in-bits-pilani-last-date-24-08-19/",2019-08-14 17:28:37+00:00,SinghaSur,0,,0.0,0.0,Neutral
2028,"The WiFi enabled beautiful campus of BITS Pilani spreads over 328 acres, and have one of the finest infrastructures. To know more on the features and performances of BITS Pilani #BITS #EngineeringReivew #KnowYourCollege #CollegeSuggest",2019-08-14 13:04:51+00:00,SuggestCollege,0,#BITS #EngineeringReivew #KnowYourCollege #CollegeSuggest,0.0,0.5994,Positive
2029,"CfP: Conference on Modelling, Simulation and Intelligent Computing (MoSICom 2020) @BITS Pilani Dubai [Jan 29-31]: Submit by Sep 30 https://www.noticebard.com/bits-dubai-conference-modelling-simulation-intelligent-computing/",2019-08-14 11:05:10+00:00,noticebard,0,,0.0,0.4588,Positive
2030,"“Free cab service for girls from Loharu to Pilani” On this sacred occasion of Raksha Bandhan, Satya cab is at your service and that too “free of cost”. Avail this service(only girls) at absolutely zero fare. “Yes, we care about you !! “ only for bits Pilani students. 15Aug. ",2019-08-14 05:55:31+00:00,LoharuSatya,0,,0.0,0.5837,Positive
2031,Haan yeh bhi hai how ull know ab know ho gya na remember rowdy Rani bits pilani ,2019-08-13 17:03:54+00:00,insouciant_555,0,,0.0,0.0,Neutral
2032,U know 1st time I heard the song after rowdy Rani I thought it was bits pilani ,2019-08-13 17:01:14+00:00,insouciant_555,0,,0.0,0.0,Neutral
2033,"@ravish_ndtv_1 sir my name is parth sharma,i was badly misbehaved and not allowed to get education and not allowed to enter class during my mba in bits pilani in 2011 by their professors,if you can show this news on ndtv @TimesNow",2019-08-13 16:44:55+00:00,Parth14402528,0,,0.0,-0.6908,Negative
2034,Life at BITS and Beyond: Panel Discussion (ACC) Read More : https://www.linkedin.com/posts/atul-runthala-41b6a816_bitspilani-activity-6567014293039091712-O-jy #BITSPilani ,2019-08-13 12:11:07+00:00,bitspilaniindia,5,#BITSPilani,1.0,0.0,Neutral
2035,"@bitspilaniindia It's disappointing to see how unprofessional BITS Pilani registration cell is. No answers to phone calls or emails, or tickets raised even in a week's time. All I need is my degree certificate! Would appreciate some level of professionalism. #EducationMatters",2019-08-13 11:05:57+00:00,Chiragdeen,0,#EducationMatters,0.0,-0.7424,Negative
2036,"#StudyAbroad: Worried about #Visa Policies?? Here is your Guide to Visa Policies in USA, Singapore, Europe and Australia. #StudyinUSA, #StudyinSingapore, #StudyinEurope and #StudyinAustralia @Infosys @ZSAssociates @BITSPilani ",2019-08-13 07:13:09+00:00,Gyan_One,1,#StudyAbroad #Visa #StudyinUSA #StudyinSingapore #StudyinEurope #StudyinAustralia,0.0,-0.3736,Negative
2037,@WeAreRajasthan openPR Breaking in Google News On International Youth Day Proud to be BITSian Prince Singhal BITS Pilani alumnus Bags National Youth Award - Beaming with pride Prince Singhal is focused on Bharat Ek Naya Khoj ,2019-08-13 05:08:33+00:00,deannattu,0,,0.0,0.891,Positive
2038,"openPR Breaking in Google News On International Youth Day Proud to be BITSian Prince Singhal BITS Pilani alumnus Bags National Youth Award - Beaming with pride Prince Singhal with the medal, certificate and INR 50 thousand in cash said .... https://www.openpr.com/news/1821485/on-international-youth-day-proud-to-be-bitsian-prince-singhal",2019-08-13 05:06:56+00:00,deannattu,0,,0.0,0.9022,Positive
2039,BITS Open Sports Meet (BOSM) at BITS Pilani ,2019-08-12 12:13:17+00:00,Fests_Info,0,,0.0,0.0,Neutral
2040,"Awais Ahmed and Kshitij Khandelwal co-founded Pixxel in their final year at BITS, Pilani, in 2018 Pixxel, aiming to launch microsatellites to beam data for AI analytics, is the only one from Asia in US’ Techstars Starburst ",2019-08-12 02:25:53+00:00,deepakmohoni,6,,0.0,0.0,Neutral
2041,On #Life #Love #Travel #Work #World #Expedition #OffbeatBath #BitsPilani - Chilling With Antartica Girl @iamecodiva – at Terrassen Cafe,2019-08-11 15:21:02+00:00,SurabhiDewra,1,#Life #Love #Travel #Work #World #Expedition #OffbeatBath #BitsPilani,0.0,0.6249,Positive
2042,"Research Jobs at BITS Pilani, Hyderabad ",2019-08-11 09:03:51+00:00,Facultyplus,0,,0.0,0.0,Neutral
2043,"You are from BITS Pilani sir? If so, nice to have you as an alumnus.",2019-08-10 14:13:41+00:00,Indian_Cartman,1,,0.0,0.4215,Positive
2044,Thank You BITS Pilani !! Onto the next one — in Hyderabad https://www.facebook.com/vsvivek99/posts/2881598648536105,2019-08-10 13:58:40+00:00,vsvivek99,0,,0.0,0.4738,Positive
2045,"@BDUTT Hello Ma'am, I would like to let you know about the Annual E-Eummit of BITS Pilani Goa to be held on 8th September. We wish to have you as a Keynote Speaker and learn from your experiences. Willing to connect for further discussions. @CoalescenceIN",2019-08-10 06:00:58+00:00,yashhsm,1,,0.0,0.6369,Positive
2046,@YourStoryCo Our startup @RankmeO was amongst the top 10 at bits entrepreneurship conclave at bits pilani in April this year. We have been following up with your team and bits team for the feature in yourstory as it was promised but no one is replying. Can you please check,2019-08-10 05:05:05+00:00,jyotigupta2216,1,,0.0,0.3182,Positive
2047,"@PresentInMyLife ... my daughter is presently in BITS, Pilani campus. Sharing this with her.",2019-08-10 02:20:27+00:00,homeandtheheart,0,,0.0,0.4215,Positive
2048,@NeerjaBirla ji can you open your massage box.... I want to send you some my personal issue ...about Bits pilani,2019-08-09 16:08:17+00:00,PLuhariwala,0,,0.0,0.0772,Positive
2049,"I hope you go back to your school often to inspire the next-gen. On another note, I was at #BITSPilani campus last week (to drop off my nephew), so beautiful. I have hardly seen a better maintained univ campus (including some international ones). ",2019-08-09 13:59:29+00:00,GuitarBollywood,0,#BITSPilani,0.0,0.9206,Positive
2050,@KTRTRS Good evening anna. Today I came from NIT Warangal..on research purpose. And it's very happy to take a phtograph with Tree which u planted in BITS- Pilani HYD Compus. It's growing up nicely. ,2019-08-09 12:39:15+00:00,SanjuThunga,1,,0.0,0.8883,Positive
2051," Xpert Speaker #8 Dr. Pintu Modak, Senior Physical Education Officer and In-Charge, BITS Pilani #nexuz19 #nexuzsports #xperttalkshow #expert #talk #sportsfeed #bitspilani #sportsnutrition #seniorphysicaleducationofficer #physicaleducation #lncpe #sportsauthorityofindia",2019-08-09 08:21:24+00:00,NEXUZ_2019,1,#nexuz19 #nexuzsports #xperttalkshow #expert #talk #sportsfeed #bitspilani #sportsnutrition #seniorphysicaleducationofficer #physicaleducation #lncpe #sportsauthorityofindia,0.0,0.0,Neutral
2052,"With two alums of #BITSPilani at our BOM-SIN flight inaugural - Mr Harish Bhat, @TataCompanies Brand Custodian, and my wife Upasna. Upasna's father also went to BITS, making me the only outsider in the grand scheme of things ",2019-08-09 07:26:25+00:00,TheSanjivKapoor,4,#BITSPilani,0.0,0.4588,Positive
2053,"I think u were talking abt Congress... BITS pilani , RW by birth",2019-08-08 15:16:09+00:00,aavinay,0,,0.0,0.0,Neutral
2054,"Good Read- Please Like and Share The Birla Institute of Science and Technology (BITS), Pilani https://www.insidecatholic.com/the-birla-institute-of-science-and-technology-bits-pilani/ via @Write For Us",2019-08-08 05:12:25+00:00,chauhan_ruchir,0,,0.0,0.836,Positive
2055,"Circle, BITS Pilani, campus. #architecturalPhotography #human #circle #design #instagood #institute #pravinaswalephotography #pravinaswale #bnw_planet_2019 #bnwphotography #BITS #photographernashik #IndiaPhotog @… https://www.instagram.com/p/B0414n5nAIf/?igshid=1wuzd6iqrhl9b",2019-08-08 03:37:06+00:00,pravin_aswale,0,#architecturalPhotography #human #circle #design #instagood #institute #pravinaswalephotography #pravinaswale #bnw_planet_2019 #bnwphotography #BITS #photographernashik #IndiaPhotog,0.0,0.0,Neutral
2056,"Thank you @bitspilaniindia! I hope I will be able to contribute in some way to Artificial Intelligence education @bitspilaniindia, particularly focusing on AI for Society. #BITSPilani #BITsians",2019-08-07 15:51:39+00:00,MilindTambe_AI,2,#BITSPilani #BITsians,0.0,0.8313,Positive
2057,"@alifazal9 I would like to let you know about the E-Summit, "" Coalescence"" at BITS Pilani, Goa, on 8th Sept 2019. We at E-CELL wish to have you as a speaker panel to learn from your experiences of becoming one of the successful actors. @CoalescenceIN",2019-08-07 12:53:04+00:00,yashhsm,1,,0.0,0.8402,Positive
2058,Indeed a very happy news to know tha Mr. Peeyush Shukla who did his http://M.Sc.(Tech.) in Computer Science in 1988 from BITS Pilani has been appointed as a Chief Information and Technology Officer of Heitman LLC Read More:- https://bit.ly/2yHh9Gw #BITSPilani ,2019-08-07 12:02:02+00:00,bitspilaniindia,5,#BITSPilani,1.0,0.6115,Positive
2059,Dr Milind Tambe Alumnus of 1987 Batch - MSc(Tech) Computer Sciences has joined Harvard University as the Gordon McKay Professor of Computer Science. For more information click here:- https://bit.ly/2Tcnnrq #BITSPilani #BITSians,2019-08-07 11:53:03+00:00,bitspilaniindia,7,#BITSPilani #BITSians,1.0,0.0,Neutral
2060,"JRF positions under Dr. Deepak Chitkara and Dr. Anupama Mittal at Department of Pharmacy, BITS-Pilani, Pilani Campus, Rajasthan. Read More : https://www.bits-pilani.ac.in/Uploads/Pilani_Upload/Department_of_Pharmacy/JRF/Advertisement_JRF-7-Aug-2019.pdf #BITSPilani #JRF #SRF",2019-08-07 11:04:41+00:00,bitspilaniindia,5,#BITSPilani #JRF #SRF,1.0,0.0,Neutral
2061,"Designation:- Sr. Software Engineer - IIT, NIT, BITs Experience:- 2 - 6 yrs. Salary:- 15.00 - 20.00 LPA Location:- Bangalore #softwareengineer #algorithms #sqlserver #statistics #prototyping #iit #nit #bitspilani #bangalorejobs #educationindustry http://www.naukri.com/job-listings-Sr-Manager-Internal-Audit-Control--JobsTab-Consultants-Gurgaon-8-to-10-years-060819005014",2019-08-06 15:52:06+00:00,JobsTab_C,0,#softwareengineer #algorithms #sqlserver #statistics #prototyping #iit #nit #bitspilani #bangalorejobs #educationindustry,0.0,0.0,Neutral
2062,Congrats Devansh for Getting Bits Pilani CS #maytreeschool,2019-08-06 06:03:50+00:00,innovatorrohit,0,#maytreeschool,0.0,0.5267,Positive
2063,"@UberINSupport Yesterday, I had scheduled a ride ( Uber Go ) from BITS Pilani, Hyderabad Campus to ABs, Banjara Hills. Before booking the estimated amount was between 400-600₹.",2019-08-05 16:54:56+00:00,pratikrathi1998,0,,0.0,0.0,Neutral
2064,NANO wishes them the very best in their careers. Also seen in the 2nd photo is Manognya (NANO'19 batch) joining BITS this year. #BITSAT #BITSATCoaching #BITSPILANI ,2019-08-05 12:11:31+00:00,nanoeducation,0,#BITSAT #BITSATCoaching #BITSPILANI,0.0,0.7264,Positive
2065,It is convocation time at BITS Pilani. Seen here is Pranav Gayatri (NANO'15 batch) graduating from BITS Pilani. With her to her left is Sahiti (also NANO'15 batch) graduating from NIT Warangal. Both have joined their dream companies-Pranavi in Xilinx &amp; Sahiti in Microsoft. ,2019-08-05 12:08:28+00:00,nanoeducation,1,,0.0,0.25,Positive
2066,Tassle was worth the hassle. . . #BITSPilani#convocation2019 #doneanddusted @Birla Institute of Technology https://www.instagram.com/p/B0x1xcxhjmQ3fomBK9tJbpBRXJ3Ydzb4Xv3wAY0/?igshid=q95ihlb72gfc,2019-08-05 10:21:27+00:00,impatelbhautik,1,#doneanddusted,0.0,0.2263,Positive
2067,"BITSAT is a national level exam conducted by BITS Pilani for admission to Integrated first degree Programs offered at BITS campuses in Pilani, Hyderabad and Goa, know more about it. #BITS #BITSAT #ExamResults #educationsystem #Engineering #goa #Hyderabad https://news.easyshiksha.com/bitsat-exam-2019-counselling-schedule-procedure-fees-and-seat-allotment/",2019-08-05 06:53:06+00:00,easy_shiksha,0,#BITS #BITSAT #ExamResults #educationsystem #Engineering #goa #Hyderabad,0.0,0.0,Neutral
2068,Just got tickets to #BITSAA Global Meet 2020. Used coupon code A7CF63C1BF Hope to see you there. @BITSAA @bitspilaniindia @BITS_Pilani #BGM,2019-08-05 03:03:59+00:00,varadarajans,0,#BITSAA #BGM,0.0,0.4404,Positive
2069,"Anyone from #BITSPilani on my TL? Y'day I visited the campus for the very first time. And I'm not exaggerating. It's one of the most beautiful campuses I have seen not only in India, even considering universitiy campuses abroad too. ",2019-08-04 13:04:35+00:00,GuitarBollywood,1,#BITSPilani,0.0,0.6918,Positive
2070,"Just posted a photo @Bits pilani, Hydrabad https://www.instagram.com/p/B0vhszUJv5c/?igshid=zuwmowyt3jck",2019-08-04 12:47:34+00:00,karthikban,0,,0.0,0.0,Neutral
2071,Same is the case with Bits Pilani fees. &gt; 25% CAGR in the last decade,2019-08-04 08:25:04+00:00,Stocks35782809,0,,0.0,0.0,Neutral
2072,"BITS Pilani Hyderabad Campus Convocation 2019, with Chief Guest Distinguished Alumni Awardee (2011) Prof Goverdhan Mehta ",2019-08-04 07:22:32+00:00,SanjayKhendry,0,,0.0,0.4215,Positive
2073,"This is spot on. Seeing a lot of under-informed folk falling for such programs. Do not take such a gamble. Esp with so many IIMs around now, plus ISB - and to make things worse, minor degrees in Econ/business/finance are being awarded by BITS Pilani, IITs, IIITs. ",2019-08-04 06:23:30+00:00,learning_pt,0,,0.0,-0.25,Negative
2074,"Got admitted to my favourite college. BITS Pilani (Goa campus). No Reservations, only merit. ",2019-08-04 04:54:35+00:00,kumaranshul2000,0,,0.0,0.25,Positive
2075,Dr Muralikrishna Rangharajan alumnus of BITS Pilani and Global Product Configuration Leader at GE Power Portfolio John F Welch Technology Centre Bangalore visited Banasthali on 02 Aug 2019. He said that Bajaj Centre... https://www.facebook.com/689376123/posts/10158634905361124/,2019-08-03 23:04:48+00:00,deannattu,0,,0.0,0.0,Neutral
2076,Dr Muralikrishna Rangharajan alumnus of BITS Pilani and Global Product Configuration Leader at GE Power Portfolio John F Welch Technology Centre Bangalore visited Banasthali on 02 Aug 2019 and gave a talk to the... https://www.facebook.com/689376123/posts/10158634868426124/,2019-08-03 22:50:24+00:00,deannattu,0,,0.0,0.0,Neutral
2077,Dr Muralikrishna Rangharajan alumnus of BITS Pilani and Global Product Configuration Leader at GE Power Portfolio John F Welch Technology Centre Bangalore visited Banasthali on 02 Aug 2019 and gave a talk to the... https://www.facebook.com/689376123/posts/10158634863131124/,2019-08-03 22:48:58+00:00,deannattu,0,,0.0,0.0,Neutral
2078,Proud to be part of this global event by BITS Pilani wherein #BITSians from across globe have participated to celebrate #bitsiansday on 2nd August 2019 ! Glad that BITSAA-JAIPUR also participated with over 60 BITSians and their spouses ! https://www.facebook.com/story.php?story_fbid=10220138436918331&amp;id=1448049940,2019-08-03 20:03:32+00:00,guptakailash,0,#BITSians #bitsiansday,0.0,0.8856,Positive
