,Unnamed: 0,Topic,question,Followers,Answers,Ratio,Engagement potential,Last action,Parsed time,Question link,answers,compound,Sentiment,old_score,followers_n,engagement,sentiment_score
732,732,Indian-Institute-of-Technology-Madras-IITM,Is there a bicycle renting facility at IIT Madras?,1,1,1/1,No,Followed,2019-05-20,https://www.quora.com/Is-there-a-bicycle-renting-facility-at-IIT-Madras,"There is no any bicycle renting facility at IIT Madras, but before a year there was available pedl, torq and ola cycle at cheaper cost. ",-0.1531,Negative,3,0.011494252873563218,0,3
733,733,Indian-Institute-of-Technology-Madras-IITM,How many scholarships does IIT Madras provide?,2,1,2/1,No,Followed,2019-05-18,https://www.quora.com/How-many-scholarships-does-IIT-Madras-provide,"Neumerious scholarships are available at IITM. some of them have been discussed below MERIT CUM MEAN SCHOLARSHIP ALUMNI SCHOLARSHIP DEPARTMENT/INDUSTRIAL SCHOLARSHIP MHRD,CSIR,UGC,DST FELLOWSHIPS STATE AND CENTRAL GOVT SCHOLARSHIP ",0.5473,Positive,4,0.022988505747126436,1,5
734,734,Indian-Institute-of-Technology-Madras-IITM,What are the options if one fails in 1 course in their final semester in IITM?,1,1,1/1,No,Followed,2019-05-18,https://www.quora.com/What-are-the-options-if-one-fails-in-1-course-in-their-final-semester-in-IITM,"If he or she fails in any course in last semester ,they supposed to write supplementary exam or do that course in that summer vacation if that prof offers summer course . Mostly many of the profs offers summers courses only for final year students.If not they need to register that course again In next semester as an extension student ,mostly that won't happen if he had only one backlog. No worries ,profs are as helpful as possible.If you still fail in that extra chances too you need to register for next semester as an extension student . ",-0.0946,Negative,3,0.011494252873563218,0,3
735,735,Indian-Institute-of-Technology-Madras-IITM,How did you commute when you got admission at IIT Madras while living in Chennai?,2,1,2/1,No,Followed,2019-05-17,https://www.quora.com/How-did-you-commute-when-you-got-admission-at-IIT-Madras-while-living-in-Chennai,"It was a long time ago when I studied there and back then motorcycles or powered two wheelers were allowed inside the campus of IIT-M. I did use a motorcycle. But a lot of people used cycles and few used cars as well. Now I believe there are rules that one must use only cycles inside IIT-M. I think that is because few crashes happened due to rash riding/driving of students and also due to environmental concerns as IIT-M campus overlaps with Guindy National Park and there are wild animals like deer/black-buck etc roaming freely inside along with monkeys, various reptile species etc. IIT administration surely cares about these wild species. Please check with the IIT-M Administration or any current students of IIT-M. ",0.9517,Positive,5,0.022988505747126436,1,5
736,736,Indian-Institute-of-Technology-Madras-IITM,What marks should a general EWS candidate score in the JEE Advanced to get CSE at IIT Madras?,4,1,4/1,Yes,Followed,2019-05-16,https://www.quora.com/What-marks-should-a-general-EWS-candidate-score-in-the-JEE-Advanced-to-get-CSE-at-IIT-Madras,It's little difficult to predict what marks would get you through JEE Advanced for admission to IITM CS because it's the first time that EWS quota will be implemented this year and hence no clarity regarding the procedure. To qualify JEE Advanced 2019 in GEN-EWS category a minimum of 31.5%(112 marks according to previous year) of total marks and 8% marks in each subject needs to be scored. So around 60% marks(215+) may get you CS in IITM. ,-0.1192,Negative,3,0.04597701149425287,1,3
737,737,Indian-Institute-of-Technology-Madras-IITM,Do professors in IIT Madras talk in Tamil with the Tamil students?,8,1,8/1,Yes,Followed,2019-05-14,https://www.quora.com/Do-professors-in-IIT-Madras-talk-in-Tamil-with-the-Tamil-students,Yes ofcourse they do talk in tamil .People have to understand its a pride for all tamil speaking ppl that one of the oldest language is still spoken by few billions of ppl around the world ,0.6249,Positive,5,0.09195402298850575,1,5
738,738,Indian-Institute-of-Technology-Madras-IITM,"Why is IIT Madras CGPA conversion into percentage gets minus 5 after multiplying with 10? However, other IITs have just 10 multiplied to the CGPA.",1,1,1/1,No,Followed,2019-05-14,https://www.quora.com/Why-is-IIT-Madras-CGPA-conversion-into-percentage-gets-minus-5-after-multiplying-with-10-However-other-IITs-have-just-10-multiplied-to-the-CGPA,"It should be the same conversion criteria for all the IITs, though don’t know why there is this difference. Different IITs guys applying for the same job, and though they have the same CGPA, in percentage it can be so much different which is not just. ",0.0,Neutral,3,0.011494252873563218,0,3
739,739,Indian-Institute-of-Technology-Madras-IITM,"Who will get a higher salary placement package in IIT Madras, UG students or PG students?",5,3,5/3,No,Followed,2019-05-14,https://www.quora.com/Who-will-get-a-higher-salary-placement-package-in-IIT-Madras-UG-students-or-PG-students,"Please change your objective outlook. Education is not meant for making money. As future citizens of the world, your primary target is to acquire knowledge and strive to become one of the leaders in science and technology. Not to despise them, but if a pawnshop wala desires to make a lot of many, one can understand. As prospective graduates of IITs you have elevated goals to reach other than being branded rich or super rich. ",0.9611,Positive,5,0.05747126436781609,1,5
740,740,Indian-Institute-of-Technology-Madras-IITM,"Who will get a higher salary placement package in IIT Madras, UG students or PG students?",5,3,5/3,No,Followed,2019-05-14,https://www.quora.com/Who-will-get-a-higher-salary-placement-package-in-IIT-Madras-UG-students-or-PG-students,It depends on the company and job position. generally PGs are more encouraged for research positions where as for Non Core UGs are preferred. salary packages will be depended only on the position and shall be revised if the candidature is appreciable. ,0.4201,Positive,4,0.05747126436781609,1,5
741,741,Indian-Institute-of-Technology-Madras-IITM,Is it common for chemical engineers from IIT Madras to go for non-core jobs? Why is it so? Are there any reasons apart from salary packages?,2,1,2/1,No,Followed,2019-05-11,https://www.quora.com/Is-it-common-for-chemical-engineers-from-IIT-Madras-to-go-for-non-core-jobs-Why-is-it-so-Are-there-any-reasons-apart-from-salary-packages,"In short Yes. Reasons: Pay packageHealth implication working in a chemical plantFuture growth ( IT and finance, analytics have more scope)Note that many leave for higher studies for either masters abroad or go for IIMs as well. ",0.7003,Positive,5,0.022988505747126436,1,5
742,742,Indian-Institute-of-Technology-Madras-IITM,"What is the procedure for applying for a faculty position at IIT Kanpur, IIT Delhi, IIT Madras, IIT Bombay and IIT Kharagpur?",11,1,11/1,Yes,Followed,2019-06-15,https://www.quora.com/What-is-the-procedure-for-applying-for-a-faculty-position-at-IIT-Kanpur-IIT-Delhi-IIT-Madras-IIT-Bombay-and-IIT-Kharagpur,IITKANPUR you may visit the dean of faculty affair website where the walking positions for faculty https://www.iitk.ac.in/dofa ,0.0,Neutral,3,0.12643678160919541,1,3
743,743,Indian-Institute-of-Technology-Madras-IITM,The state of Tamil Nadu was formerly known as Madras True or False?,1,1,1/1,No,Followed,2019-05-11,https://www.quora.com/The-state-of-Tamil-Nadu-was-formerly-known-as-Madras-True-or-False,"not just TN, Karnataka, current Andhra, Kerala prior to independence were called the Presidency of Madras, Fun fact: the term “madarasi” from the Hindi belt originates from here and denotes all 4 states ",0.5106,Positive,4,0.011494252873563218,0,4
744,744,Indian-Institute-of-Technology-Madras-IITM,What is the entrance pattern for a PhD in English at IIT Madras?,2,1,2/1,No,Followed,2020-07-15,https://www.quora.com/What-is-the-entrance-pattern-for-a-PhD-in-English-at-IIT-Madras,"I don't know about complete procedure but ya research in English is comes under department of social sciences and for that i think you have to clear UGC Net first, then may be for iitm you have to go through either entrance test or interview or may be both. ",0.5267,Positive,4,0.022988505747126436,1,5
745,745,Indian-Institute-of-Technology-Madras-IITM,I am CBSE student. What is cut off for MIT Madras?,1,1,1/1,No,Followed,2019-05-09,https://www.quora.com/I-am-CBSE-student-What-is-cut-off-for-MIT-Madras,IT IS based on your PCM SCORE and TNEA councelling. But you need atleast 190/200 to have chances ,0.296,Positive,4,0.011494252873563218,0,4
746,746,Indian-Institute-of-Technology-Madras-IITM,Can I speak Hindi in Madras University or only the Tamil language?,1,3,1/3,No,Followed,2019-05-09,https://www.quora.com/Can-I-speak-Hindi-in-Madras-University-or-only-the-Tamil-language,It depends to whom and for how long and depending on the context. You can speak in Hindi to those who know to speak in Hindi. If the other person doesn't speak Hindi- try English. If that also doesn't click - try Tamil. For official & administrative purpose try to make it in English or Tamil. You may not get help easily in Hindi in thise domains ,-0.5096,Negative,2,0.011494252873563218,0,2
747,747,Indian-Institute-of-Technology-Madras-IITM,Can I speak Hindi in Madras University or only the Tamil language?,1,3,1/3,No,Followed,2019-05-09,https://www.quora.com/Can-I-speak-Hindi-in-Madras-University-or-only-the-Tamil-language,"You can speak in English or Tamil , since most of the staffs there are tamilians and understand the above mentioned languages better than Hindi. ",0.4404,Positive,4,0.011494252873563218,0,4
748,748,Indian-Institute-of-Technology-Madras-IITM,When the IIT Madras is going to disclose the shortlist of candidates for admission after the written test and interview?,4,1,4/1,Yes,Followed,2019-05-20,https://www.quora.com/When-the-IIT-Madras-is-going-to-disclose-the-shortlist-of-candidates-for-admission-after-the-written-test-and-interview,Department will announce the shortlisted candidate in their own websit as well as an email will be sent to them. Usually after the interviews it takes roughly about 20–25 days to complete the administrative process. You can expect the results form may last week or june first week. ,0.2732,Positive,4,0.04597701149425287,1,5
749,749,Indian-Institute-of-Technology-Madras-IITM,What do you think about IIT Madras adding a question asking what would Dhoni do if he wins the toss?,2,1,2/1,No,Followed,2019-05-07,https://www.quora.com/What-do-you-think-about-IIT-Madras-adding-a-question-asking-what-would-Dhoni-do-if-he-wins-the-toss,"High temperature air can hold more vapour and hence high humidity. In the second inning,temperature decreases and humidity in air also decreases as now it can hold less vapour . That less humidity will result in condensation of vapour which will come on field in the form of water droplets making field wet. Now ball gets wet, so difficult to grip and bowl. Fielding is obviously not going to help. you have the answer!! ",-0.7255,Negative,1,0.022988505747126436,1,1
750,750,Indian-Institute-of-Technology-Madras-IITM,What were the corruption charges against the NTA Chairman Prof M.S. Ananth to resign from IIT Madras?,1,1,1/1,No,Requested,2019-05-06,https://www.quora.com/What-were-the-corruption-charges-against-the-NTA-Chairman-Prof-M-S-Ananth-to-resign-from-IIT-Madras,"The NTA expert has uploaded a list of NTA Chairman M.S. Anant’s role in corruption scams at the Whatsapp NTA scam victims forum NTA Chairman M.S. Ananth in corruption scams Present NTA Chairman Prof M.S Anant ""resigned"" on his own after a string of corruption which allegedly he did as Director IIT-Madras. Recruitment scam, IIT director flouts recruit rule before leaving IIT-M pension scam Scanner on IIT Madras for flouting rules - Director defends registrar appointments and pension scheme switch Gold coin scam Hindustan Times - Archive News Hindustan Times - Archive News Pension return ripoff IIT wants pension back after muddle - 100 professors to return Rs 2 lakh each So blatant was this professor's conduct that only the present Govt would grab the opportunity to appoint such a willing and pliable chap as Chairman NTA. ",-0.9747,Negative,1,0.011494252873563218,0,1
751,751,Indian-Institute-of-Technology-Madras-IITM,Is there biomedical in IIT Madras?,1,1,1/1,No,Followed,2019-05-04,https://www.quora.com/Is-there-biomedical-in-IIT-Madras,"Ya, There is a biomedical engineering in IIT Madras. It's a part of Applied Mechanics department. You can visit this site for more detail: BME - Applied Mechanics If you are applying for undergrad then you can join by Dual-Degree, refer: Dual Degree - Applied Mechanics :) ",0.6369,Positive,5,0.011494252873563218,0,5
752,752,Indian-Institute-of-Technology-Madras-IITM,How does the robot in IIT Madras check pipelines for leackages?,3,1,3/1,No,Followed,2019-05-04,https://www.quora.com/How-does-the-robot-in-IIT-Madras-check-pipelines-for-leackages,"Please see the techniques of detecting leakages in pipes - detection in loss of pressure, reduction in discharge or even moisture outside in soil (for water pipelines). The instruments do this. This has nothing to do with a robotics. What a robot might do is travel across the pipeline carrying this instrument and transmit data by wireless. ",-0.296,Negative,2,0.034482758620689655,1,1
753,753,Indian-Institute-of-Technology-Madras-IITM,What is the difference between part-time and external M.S. in IIT Madras? Can they sit for placements?,0,1,0/1,No,Requested,2019-05-04,https://www.quora.com/What-is-the-difference-between-part-time-and-external-M-S-in-IIT-Madras-Can-they-sit-for-placements,"Hey , Part time MS is when you work as a project associate/officer along side doing your MS. External is when students are sponsored by companies to do MS at iitm. Part time MS people can sit for placements , external students mostly go back to the companies that sponsored them once done. I am not sure if they sit for placements. Hope this helped. Cheers, Anusha ",0.6172,Positive,5,0.0,0,5
754,754,Indian-Institute-of-Technology-Madras-IITM,Is Madras Christian College good to study for a BSc in zoology?,1,1,1/1,No,Followed,2019-05-03,https://www.quora.com/Is-Madras-Christian-College-good-to-study-for-a-BSc-in-zoology,Madras Christian college is one of the top colleges in India . It is well known for its past history and has its own unique culture. As everyone says MCC teaches you life and MCC campus life is different. Zoology department in MCC is quiet good.Faculties are well qualified.They have an inbuilt museum and lab facilities in the department is quiet good. ,0.7845,Positive,5,0.011494252873563218,0,5
755,755,Indian-Institute-of-Technology-Madras-IITM,What is that only IIT Chennai has but no other IIT does?,3,2,3/2,No,Followed,2019-05-02,https://www.quora.com/What-is-that-only-IIT-Chennai-has-but-no-other-IIT-does,"IITM Research ParkIIT Madras Research ParkThe IIT Madras Research Park is located on a 11.42-acre campus adjacent to IIT Madras, connected to the Institute via an Over Bridge. Its main entrance is through the Tidel Park's IT corridor. The first tower with 0.5 million space is being operated with 24 R&D customers and 11 incubatees since March 2010. IIT Madras Research Park aims to enable research-focused companies to establish a base and leverage IIT Madras expertise. It has been known that these technology park add value and impetus to industry and business.National Centre for Combustion ResContinue ReadingIITM Research ParkIIT Madras Research ParkThe IIT Madras Research Park is located on a 11.42-acre campus adjacent to IIT Madras, connected to the Institute via an Over Bridge. Its main entrance is through the Tidel Park's IT corridor. The first tower with 0.5 million space is being operated with 24 R&D customers and 11 incubatees since March 2010. IIT Madras Research Park aims to enable research-focused companies to establish a base and leverage IIT Madras expertise. It has been known that these technology park add value and impetus to industry and business.National Centre for Combustion Research and Development (NCCRD) National Centre for Combustion Research and DevelopmentNCCRD is founded by the National Center for Combustion Research and Development (NCCRD) and funded by the Department of Science and Technology at the Indian Institute of Technology Madras and the Indian Institute of Science, Bangalore. NCCRD emphasizes the increasing recognition of combustion and its energy and environmental importance. It is enabling research scholars of IIT-M access to world class experimental facilities for combustion and energy.Deers, Blackbucks and many more IIT Madras campus is home to many animals. IITM can be proud to have the Blackbuck, one of the world's most elegant antelopes. We also have the graceful Spotted Deer (Cheetal) and the monkeys that are always entertaining. We also have many other smaller and exquisite forms of life that play a major role in the campus ' biodiversity.Manohar C Watsa Stadium, swimming pool of Olympic standard and ChemplastThe track of Manohar C Wasta stadium of IIT-Madras has been awarded with ""Class II Athletic Facility Certification by the International Association of Athletic Federation (IAAF). IIT Madras Chemplast ground is an important cricket venue and is described by cricketer is an important cricket venue and is described by cricketer Sachin Tendulkar as the most scenic in the country. The ground has hosted eight Women's cricket ODI. The first match record at ground was in 2003 India Women's and New Zealand Women's. IIT Madras also has swimming pool of Olympic standards.Biryani and Idli in Cafe Coffee dayAlmost all IIT campus have one CCD inside but its only inside IIT-M where you will find Biryani and Idli in CCD menu. :DSeparate North Indian mess, South Indian mess, Jain mess and food court Instead of mess in every hostel, IIT-M has a common building which constitute of several caterers. Each caterer runs either North Indian and South Indian mess. You can opt for any mess of your choice every month (however allotment is based on first come first basis). No other IITs have separate mess for North Indians, South Indians and Jain. Food court runs on coupon system (you are provided coupons for amount equivalent to monthly charge of mess) where you have multiple options for food items every time.",-0.9388,Negative,1,0.034482758620689655,1,1
756,756,Indian-Institute-of-Technology-Madras-IITM,What is that only IIT Chennai has but no other IIT does?,3,2,3/2,No,Followed,2019-05-02,https://www.quora.com/What-is-that-only-IIT-Chennai-has-but-no-other-IIT-does,"IIT Madras has a temple for Lord Jalakanteswara and Goddess Kathayayini. That I dont think is there in other IITs. Do you really want more than that? I continue to visit the temple when I make it to Madras, but I dont really bother with IIT beyond that, though I did show my son around the campus where I have lived from school through graduation and even beyond. That is to refresh his memory of the place as a child, now that he is set to graduate. To me that is it. As for you, the top 5 IITs are more or less same, and you should chose which place suits you depending on where you come from and wha Continue ReadingIIT Madras has a temple for Lord Jalakanteswara and Goddess Kathayayini. That I dont think is there in other IITs. Do you really want more than that? I continue to visit the temple when I make it to Madras, but I dont really bother with IIT beyond that, though I did show my son around the campus where I have lived from school through graduation and even beyond. That is to refresh his memory of the place as a child, now that he is set to graduate. To me that is it. As for you, the top 5 IITs are more or less same, and you should chose which place suits you depending on where you come from and what you want to experience. ",0.9033,Positive,5,0.034482758620689655,1,5
757,757,Indian-Institute-of-Technology-Madras-IITM,What is your IIT Madras PhD experience?,3,1,3/1,No,Followed,2020-04-06,https://www.quora.com/What-is-your-IIT-Madras-PhD-experience,He was an American Scientist who first crystallized RNA virus TMV virus. Stanley received Nobel prize for that. ,0.5106,Positive,4,0.034482758620689655,1,5
758,758,Indian-Institute-of-Technology-Madras-IITM,How many students are selected for an MS in IIT Madras every year?,1,1,1/1,No,Followed,2019-05-01,https://www.quora.com/How-many-students-are-selected-for-an-MS-in-IIT-Madras-every-year,Around 230–270 students are selected in July semester and 120–140 in Jan semester. These numbers may vary based on the vacancy in the departments ,0.0,Neutral,3,0.011494252873563218,0,3
759,759,Indian-Institute-of-Technology-Madras-IITM,What is the current placement scenario in IIT Madras for an M.Tech in chemical engineering?,1,3,1/3,No,Followed,2019-04-30,https://www.quora.com/What-is-the-current-placement-scenario-in-IIT-Madras-for-an-M-Tech-in-chemical-engineering,"I have a negative opinion about Mtech program that is currently running in India. It is a scam. There is NO demand of any such Mtech degree holders in the industry and is forced upon by Indian engineering curriculum on Indian engineering graduates to run the GATE coaching industry. 99.99% of the Indian Mtech degree holders do not get the salary and respect of a researcher in India, they all become clerks in the services based companies.  There is NO demand of such Mtech degree holders in the industry and most of such degree holders become clerks in the services based companies. 2–3 LPA  No Indian en Continue ReadingI have a negative opinion about Mtech program that is currently running in India. It is a scam. There is NO demand of any such Mtech degree holders in the industry and is forced upon by Indian engineering curriculum on Indian engineering graduates to run the GATE coaching industry. 99.99% of the Indian Mtech degree holders do not get the salary and respect of a researcher in India, they all become clerks in the services based companies.  There is NO demand of such Mtech degree holders in the industry and most of such degree holders become clerks in the services based companies. 2–3 LPA  No Indian engineering college produces any skilled chemical engineers. ",-0.9659,Negative,1,0.011494252873563218,0,1
760,760,Indian-Institute-of-Technology-Madras-IITM,What is the current placement scenario in IIT Madras for an M.Tech in chemical engineering?,1,3,1/3,No,Followed,2019-04-30,https://www.quora.com/What-is-the-current-placement-scenario-in-IIT-Madras-for-an-M-Tech-in-chemical-engineering,"For real data of placement one can visit official site of IIT Madras. IIT Madras has good placement record in all branches of m. tech. Many students used to get multiple offers. For chemical engineering m. tech, placements are decent. ",0.4404,Positive,4,0.011494252873563218,0,4
761,761,Indian-Institute-of-Technology-Madras-IITM,What are the courses to study robotics in IIT Madras?,1,1,1/1,No,Followed,2019-04-30,https://www.quora.com/What-are-the-courses-to-study-robotics-in-IIT-Madras,"There is no robotics degree that IITM offers right now. There are electives to choose from in the mechanical Engineering department and in the ED department(a set of two courses actually which covers robotics in depth). In the mechanical Engineering department, faculty offer courses like multi body dynamics also. You can take that as well. So choose accordingly. ",0.5423,Positive,4,0.011494252873563218,0,4
762,762,Indian-Institute-of-Technology-Madras-IITM,What is the current placement stats in EE6 MS IIT Madras and how much time does it take ideally to finish the MS course?,3,1,3/1,No,Followed,2019-10-02,https://www.quora.com/What-is-the-current-placement-stats-in-EE6-MS-IIT-Madras-and-how-much-time-does-it-take-ideally-to-finish-the-MS-course,Almost 100 % and usually it takes 2.5 to 3.5 yrs till thesis submission. The rarest ones even finishes by 2nd yr too. ,0.0,Neutral,3,0.034482758620689655,1,3
763,763,Indian-Institute-of-Technology-Madras-IITM,"Which one should I choose MS in EE at IIT Indore or mtech in biomedical eng. at IIT Hyderabad, as my interview date is clashing and I am not able to decide?",1,1,1/1,No,Followed,2019-04-28,https://www.quora.com/Which-one-should-I-choose-MS-in-EE-at-IIT-Indore-or-mtech-in-biomedical-eng-at-IIT-Hyderabad-as-my-interview-date-is-clashing-and-I-am-not-able-to-decide,"I have a negative opinion about Mtech program that is currently running in India. It is a scam. There is NO demand of any such Mtech degree holders in the industry and is forced upon by Indian engineering curriculum on Indian engineering graduates to run the GATE coaching industry. 99.99% of the Indian Mtech degree holders do not get the salary and respect of a researcher in India, they all become clerks in the services based companies.  There is NO demand of such Mtech degree holders in the industry and most of such degree holders become clerks in the services based companies. 2–3 LPA  There is reputation of either of these two engineering colleges in India.There are NO private EE companies in India. EE is a dead engineering branch with no jobs in it. No Indian engineering college produces any skilled electrical engineer.The industry reputation of both the engineering colleges are almost the same.No Indian engineering college produces any skilled biomedical engineer. There are NO private BioMedical engineering companies in India.Consult seniors.Choose the nearer for admission.",-0.9705,Negative,1,0.011494252873563218,0,1
764,764,Indian-Institute-of-Technology-Madras-IITM,How was your interview for an MS in applied mechanics at IIT Madras?,1,2,1/2,No,Followed,2020-06-18,https://www.quora.com/How-was-your-interview-for-an-MS-in-applied-mechanics-at-IIT-Madras,"           Why I didn’t join applied mechanics is a different issue which is not important focus on whatever I posted,best luck for this years interview process,gate score doesn’t matter once you enter interview room,I have seen people with more marks than me getting rejected,it’s interview that decides your selection,work hard,there is nothing like talent,everyone is equal,focus on basics and everything will work out. ",0.3814,Positive,4,0.011494252873563218,0,4
765,765,Indian-Institute-of-Technology-Madras-IITM,How was your interview for an MS in applied mechanics at IIT Madras?,1,2,1/2,No,Followed,2020-06-18,https://www.quora.com/How-was-your-interview-for-an-MS-in-applied-mechanics-at-IIT-Madras,These are the questions asked for solid mechanics written test in applied mechanics for MS 2019   ,0.1531,Positive,3,0.011494252873563218,0,3
766,766,Indian-Institute-of-Technology-Madras-IITM,What is the benefit of doing an M.Tech in chemical engineering from IIT Bombay or IIT Madras?,7,2,7/2,No,Followed,2020-03-18,https://www.quora.com/What-is-the-benefit-of-doing-an-M-Tech-in-chemical-engineering-from-IIT-Bombay-or-IIT-Madras,"What benefit you want? Placement? Knowledge? You will get both in both the IITs. There is one bonus in IIT Bombay, Mumbai glamour. ",0.8943,Positive,5,0.08045977011494253,1,5
767,767,Indian-Institute-of-Technology-Madras-IITM,What happens in personal contact programmes at Madras University? Is it compulsory to attend those classes?,1,2,1/2,No,Followed,2019-11-23,https://www.quora.com/What-happens-in-personal-contact-programmes-at-Madras-University-Is-it-compulsory-to-attend-those-classes,For certain Master degree programs it is compulsory (like 50%) attendance. Most of my MBA classes were really good. But it's better you buy some guides (with previous years questions papers and answers). ,0.8045,Positive,5,0.011494252873563218,0,5
768,768,Indian-Institute-of-Technology-Madras-IITM,What happens in personal contact programmes at Madras University? Is it compulsory to attend those classes?,1,2,1/2,No,Followed,2019-11-23,https://www.quora.com/What-happens-in-personal-contact-programmes-at-Madras-University-Is-it-compulsory-to-attend-those-classes,"Not compulsory, unless you have Practicals in your course. But, better attend the classes. ",0.5927,Positive,4,0.011494252873563218,0,4
769,769,Indian-Institute-of-Technology-Madras-IITM,"Which is better, TA or RA in IIT Madras?",2,1,2/1,No,Followed,2019-04-24,https://www.quora.com/Which-is-better-TA-or-RA-in-IIT-Madras,TA is Teaching assistant and RA is research assistant. You shall be entitled for same amount of fellowship no matter you are TA/RA. The duties for TA/RA is defined by faculty adviser or HOD. ,0.2561,Positive,4,0.022988505747126436,1,5
770,770,Indian-Institute-of-Technology-Madras-IITM,How was the interview experience in IIT Madras for an MS in aerospace engineering?,3,1,3/1,No,Followed,2019-04-25,https://www.quora.com/How-was-the-interview-experience-in-IIT-Madras-for-an-MS-in-aerospace-engineering,I got offer to attend interview in aerospace iitm. I was asked in which you I am comfortable. I said fluid mechanics and thermodynamics. They asked basic fundamentals. I thought they asked me like that because I am not genius and I was not expecting to be selected in the interview. But I was selected and did MS in aero. I suggest you to be prepared with fundamentals. They don't ask complicated and high level stuff. One can solve complex problems only when one is through in fundamentals. They ask very basic and no emphasis on memory. They will provide you with formulas also if you forget. It's not about how much you remember. It's about how you use your concepts to solve problems. All the best :) ,0.7785,Positive,5,0.034482758620689655,1,5
771,771,Indian-Institute-of-Technology-Madras-IITM,I am in 11th class. What should I do to go into computer science in IIT Madras?,3,2,3/2,No,Followed,2019-04-23,https://www.quora.com/I-am-in-11th-class-What-should-I-do-to-go-into-computer-science-in-IIT-Madras,Prepare of the JEE mains and Advance entrance examination and try to score good rank ,0.4404,Positive,4,0.034482758620689655,1,5
772,772,Indian-Institute-of-Technology-Madras-IITM,I am in 11th class. What should I do to go into computer science in IIT Madras?,3,2,3/2,No,Followed,2019-04-23,https://www.quora.com/I-am-in-11th-class-What-should-I-do-to-go-into-computer-science-in-IIT-Madras,Study well and get good JEE score along with +12 percentage ,0.6124,Positive,5,0.034482758620689655,1,5
773,773,Indian-Institute-of-Technology-Madras-IITM,Will I qualify for IITM-HSEE if I didn't write the essay part well?,0,1,0/1,No,Requested,2019-04-21,https://www.quora.com/Will-I-qualify-for-IITM-HSEE-if-I-didnt-write-the-essay-part-well,"If you were all ok with the other parts then even this essay part matters a lot. As a matter of fact the essay part also carries a significant amount of marks, which you can't deny. So, honestly, it may affect your overall result.But don't lose hope. Hope this helps.Sorry for being late in answering.I had my exams going on. Good luck, Happy reading, Chandrima Mandal. ",0.869,Positive,5,0.0,0,5
774,774,Indian-Institute-of-Technology-Madras-IITM,What is the salary package of an MTech graduate from IIT Madras?,4,2,4/2,No,Followed,2019-04-26,https://www.quora.com/What-is-the-salary-package-of-an-MTech-graduate-from-IIT-Madras,"I have a negative opinion about Mtech program that is currently running in India. It is a scam. There is NO demand of any such Mtech degree holders in the industry and is forced upon by Indian engineering curriculum on Indian engineering graduates to run the GATE coaching industry. 99.99% of the Indian Mtech degree holders do not get the salary and respect of a researcher in India, they all become clerks in the services based companies.  There is NO demand of such Mtech degree holders in the industry and most of such degree holders become clerks in the services based companies. 2–3 LPA ",-0.8412,Negative,1,0.04597701149425287,1,1
775,775,Indian-Institute-of-Technology-Madras-IITM,What is the salary package of an MTech graduate from IIT Madras?,4,2,4/2,No,Followed,2019-04-26,https://www.quora.com/What-is-the-salary-package-of-an-MTech-graduate-from-IIT-Madras,It depends on the branch one takes. For CS ppl I have seen a median package of over 17–18lakh for the batch of 2018. For mech it's around 8 lakhs (median) and civil around 6–7 lakhs (median). This is if one is sitting in core area jobs.. Of one choose or sit in Analytical jobs it will be over 12-13 lakhs(median) ,0.0,Neutral,3,0.04597701149425287,1,3
776,776,Indian-Institute-of-Technology-Madras-IITM,"Between IIT Madras and IIT Bombay, which one should one choose for an MTech in chemical engineering, and which one has better placements/research in the current scenario?",2,2,2/2,No,Followed,2019-04-18,https://www.quora.com/Between-IIT-Madras-and-IIT-Bombay-which-one-should-one-choose-for-an-MTech-in-chemical-engineering-and-which-one-has-better-placements-research-in-the-current-scenario,Both are great institute. I think mumbai has more exposure than Madras. So you should to go for Mumbai. ,0.6249,Positive,5,0.022988505747126436,1,5
777,777,Indian-Institute-of-Technology-Madras-IITM,"Between IIT Madras and IIT Bombay, which one should one choose for an MTech in chemical engineering, and which one has better placements/research in the current scenario?",2,2,2/2,No,Followed,2019-04-18,https://www.quora.com/Between-IIT-Madras-and-IIT-Bombay-which-one-should-one-choose-for-an-MTech-in-chemical-engineering-and-which-one-has-better-placements-research-in-the-current-scenario,Placement in M.Tech Chemical Engineering is a problem in all the IITs. But still Bombay may have better prospects than Madras. ,0.7003,Positive,5,0.022988505747126436,1,5
778,778,Indian-Institute-of-Technology-Madras-IITM,What is that only IIT Madras has but no other IIT does?,2,1,2/1,No,Followed,2019-04-16,https://www.quora.com/What-is-that-only-IIT-Madras-has-but-no-other-IIT-does,"Seriously! only thing… IIT Madras has a 3rd special element monkey apart from the student and faculty, Here, we students are more afraid of monkeys than faculties. ",0.3164,Positive,4,0.022988505747126436,1,5
