,Topic,question,Followers,Answers,Ratio,Engagement potential,Last action,Parsed time,Question link,answers
1473,Vellore-Institute-of-Technology-Vellore,I'm studying BTech in VIT Vellore. I scored 87 percent in 10th and 68 percent in 12th. I'm currently in 4th semester CS and my GPA is 9. Am I eligible for placements?,2,1,2/1,No,Followed,2020-03-19,https://www.quora.com/Im-studying-BTech-in-VIT-Vellore-I-scored-87-percent-in-10th-and-68-percent-in-12th-Im-currently-in-4th-semester-CS-and-my-GPA-is-9-Am-I-eligible-for-placements,"Yes,you are eligible. Cheers "
1474,Vellore-Institute-of-Technology-Vellore,"I scored very bad in boards, but I got a good percentile in the JEE Mains with 98.3 percentile. If I score good in the VIT entrance test, can I get a seat?",1,2,1/2,No,Followed,2020-03-19,https://www.quora.com/I-scored-very-bad-in-boards-but-I-got-a-good-percentile-in-the-JEE-Mains-with-98-3-percentile-If-I-score-good-in-the-VIT-entrance-test-can-I-get-a-seat,Yes of course vit is an entrance exam for private engineering college . They don’t have to do anything neither with jee nor with boards . So be relaxed and best of luck. Don’t forget to upvote 
1475,Vellore-Institute-of-Technology-Vellore,"I scored very bad in boards, but I got a good percentile in the JEE Mains with 98.3 percentile. If I score good in the VIT entrance test, can I get a seat?",1,2,1/2,No,Followed,2020-03-19,https://www.quora.com/I-scored-very-bad-in-boards-but-I-got-a-good-percentile-in-the-JEE-Mains-with-98-3-percentile-If-I-score-good-in-the-VIT-entrance-test-can-I-get-a-seat,"Congrats your jee main percentile is very good. I will suggest you to go for counselling for nit and good state govt college. Apart from that your basics are clear ,do timely revision for viteee. "
1476,Vellore-Institute-of-Technology-Vellore,"Are VIT colleges good for aerospace engineering, that is fo they give placements in aerospace engineering industry or related fields?",1,2,1/2,No,Followed,2020-03-19,https://www.quora.com/Are-VIT-colleges-good-for-aerospace-engineering-that-is-fo-they-give-placements-in-aerospace-engineering-industry-or-related-fields,"Hey There, Aerospace Engineering is a branch,exclusive to VIT Vellore and Bhopal campuses only. Internships and Placement Opportunities can be gained by students from:- Godrej Aerospace,Hindustan Aeronautics Limited and Honeywell Aerospace,to name a few.Our students,will be eligible for them,once their 2nd year begins. To aid Aerospace students,the campuses are equipped with special labs,such as:- Strength of Materials Lab, Materials Engineering and Technology Lab, Thermal Engineering Systems Laboratory, CAD/CAM Laboratory Manufacturing Processes (or ManPro)Laboratory. The Branch is fully decked,wit Continue ReadingHey There, Aerospace Engineering is a branch,exclusive to VIT Vellore and Bhopal campuses only. Internships and Placement Opportunities can be gained by students from:- Godrej Aerospace,Hindustan Aeronautics Limited and Honeywell Aerospace,to name a few.Our students,will be eligible for them,once their 2nd year begins. To aid Aerospace students,the campuses are equipped with special labs,such as:- Strength of Materials Lab, Materials Engineering and Technology Lab, Thermal Engineering Systems Laboratory, CAD/CAM Laboratory Manufacturing Processes (or ManPro)Laboratory. The Branch is fully decked,with experienced and fully qualified Professors,armed with PHD's from leading elite Indian/International Institutions and Universities. Once you graduate,you can aim for further research,by writing GATE Exam and getting a seat at an IIT or an NIT. Since Bhopal Campus is a newly constructed campus,I suggest you to you aim for Vellore Campus' Aerospace Branch,since you will obtain much more exposure.Or you can join us here,at Bhopal Campus. I hope this cleared your query.For any more questions drop a line. I will try to answer as many as I can. Cheers "
1477,Vellore-Institute-of-Technology-Vellore,"Are VIT colleges good for aerospace engineering, that is fo they give placements in aerospace engineering industry or related fields?",1,2,1/2,No,Followed,2020-03-19,https://www.quora.com/Are-VIT-colleges-good-for-aerospace-engineering-that-is-fo-they-give-placements-in-aerospace-engineering-industry-or-related-fields,"Yeah VIT is good for aerospace engineering, You can also go for Manipal also , they also have good placement record in a field of aerospace engineering, VIT is very good College for Engineering "
1478,Vellore-Institute-of-Technology-Vellore,"Which is best to study civil engineering, Thapar Patiala or VIT Vellore?",1,4,1/4,No,Followed,2020-03-19,https://www.quora.com/Which-is-best-to-study-civil-engineering-Thapar-Patiala-or-VIT-Vellore,"This answer is in Indian context: None because Civil Engineering is dead and there is NO demand of any kind of any civil engineering degree holders in the private sector in India. Nothing would happen to India and the world, if no more civil engineering degree holders are produced from any Indian engineering college, henceforth. "
1479,Vellore-Institute-of-Technology-Vellore,"Which is best to study civil engineering, Thapar Patiala or VIT Vellore?",1,4,1/4,No,Followed,2020-03-19,https://www.quora.com/Which-is-best-to-study-civil-engineering-Thapar-Patiala-or-VIT-Vellore,"There's nothing like the best. Job opportunities have shrunk and with this virus affair, projects will be postponed. Whether you have the aptitude is the question. "
1480,Vellore-Institute-of-Technology-Vellore,"If I score good in the MU OET but get less than 50% in boards, then will I get admission? The same question for VIT/SRM/KIIT.",2,1,2/1,No,Followed,2020-03-18,https://www.quora.com/If-I-score-good-in-the-MU-OET-but-get-less-than-50-in-boards-then-will-I-get-admission-The-same-question-for-VIT-SRM-KIIT,"Sorry, aspirant! You need to score minimum 60% aggregate in PCM/PCB.You can get in these universities as their eligible mark is 60% and above. Bcoz, it's true. My brother got AIR 1223 in VITEEE. But he got 56% in boards, so they told he is not eligible. 😣😣😣😣 "
1481,Vellore-Institute-of-Technology-Vellore,"For an MTech in VLSI, which college is better, DAIICT or VIT?",3,1,3/1,No,Followed,2020-03-18,https://www.quora.com/For-an-MTech-in-VLSI-which-college-is-better-DAIICT-or-VIT,"This answer is in Indian context: NONE, because NO VLSI engineering happens in India. Praveen Kumar Singh's answer to What should a VLSI student learn to enter into Qualcomm? "
1482,Vellore-Institute-of-Technology-Vellore,I have scored 55 in maths and 48 in physics and 92 in chemistry boards am I eligible for VITEEE?,3,1,3/1,No,Followed,2020-03-18,https://www.quora.com/I-have-scored-55-in-maths-and-48-in-physics-and-92-in-chemistry-boards-am-I-eligible-for-VITEEE,Yes you are eligible I don't think they have any criteria for minimum marks in particular subject to attempt their admission exam 
1483,Vellore-Institute-of-Technology-Vellore,What rank is needed to get CSE in VIT Vellore? How difficult is it to get this?,3,3,3/3,No,Followed,2020-03-18,https://www.quora.com/What-rank-is-needed-to-get-CSE-in-VIT-Vellore-How-difficult-is-it-to-get-this,Usually CSE gets filled up by 3000 rank for Vellore…But you can get CSE in VIT Chennai or VIT AP if you have a rank less than 15000.. 
1484,Vellore-Institute-of-Technology-Vellore,What rank is needed to get CSE in VIT Vellore? How difficult is it to get this?,3,3,3/3,No,Followed,2020-03-18,https://www.quora.com/What-rank-is-needed-to-get-CSE-in-VIT-Vellore-How-difficult-is-it-to-get-this,"First category rank should be under 5000. If NCERT is done well, it shouldn't be too difficult. "
1485,Vellore-Institute-of-Technology-Vellore,What will be the fees in VIT if we join in the 2nd and 3rd counselling?,5,3,5/3,No,Followed,2020-03-20,https://www.quora.com/What-will-be-the-fees-in-VIT-if-we-join-in-the-2nd-and-3rd-counselling,"Hey There, By reading the question,I can only make out that you are referring to the 2nd and 3rd category or phase of counselling. If your rank gets you a call,from VIT for counselling purposes,it means that you have to select from the leftover seats,after students from Phase 1 have selected theirs.Usually,leftover seats will be from Bhopal and AP Campuses. Now,you might be aware of Category 1–5 fee structure that is followed in VIT.The seats might be vacant from Category 3–5 onwards in Phase 2 and 3 counselling.Make sure that you choose the stream and fee packet that is affordable. Group - B - Ae Continue ReadingHey There, By reading the question,I can only make out that you are referring to the 2nd and 3rd category or phase of counselling. If your rank gets you a call,from VIT for counselling purposes,it means that you have to select from the leftover seats,after students from Phase 1 have selected theirs.Usually,leftover seats will be from Bhopal and AP Campuses. Now,you might be aware of Category 1–5 fee structure that is followed in VIT.The seats might be vacant from Category 3–5 onwards in Phase 2 and 3 counselling.Make sure that you choose the stream and fee packet that is affordable. Group - B - Aerospace Engineering, Computer Science and Engineering with Business systems, Computer Science and Engineering with specialisation in Bioinformatics, Computer Science and Engineering, Computer Science and Engineering with specialisation in Cyber Security & Digital Forensics, Computer Science and Engineering with specialisation in Artificial Intelligence and Robotics, Computer Science and Engineering with specialisation in Block Chain Technology, Computer Science and Engineering with specialisation in Robotics, Computer Science and Engineering with specialisation in AI and Machine Learning, Computer Science and Engineering with specialisation in Artificial Intelligence, Computer Science and Engineering with specialisation in Cyber Physical Systems, Computer Science and Engineering with specialisation in Data Analytics, Computer Science and Engineering with specialisation in Data Science, Computer Science and Engineering with specialisation in Gaming Technology, Computer Science and Engineering with specialisation in Information Security, Computer Science and Engineering with specialisation in Networking and Security, Computer Science and Engineering with specialisation in internet of Things, Electronics and Communication with specialisation in Biomedical Engineering, Electronics and Communication Engineering, Electronics and Communication Engineering with specialisation in Embedded Systems, Electronics and Communication Engineering with specialisation in VLSI, Electronics and Communication Engineering with specilisation in Artificial Intelligence and Cybernetics, Electronics and Computer Engineering, Information Technology, Mechanical Engineering, Mechanical with specialisation in Automotive Engineering, Mechatronics and Automation. Category 1-1,98,000 Category 2-3,04,000 Category 3-4,05,000 Category 4-4,48,000 Category 5-4,93,000 Group - A - Bioengineering, Biotechnology, Chemical Engineering, Civil Engineering, Electrical and Electronics Engineering, Electronics and Instrumentation Engineering, Production and Industrial Engineering, Fashion Technology, B.Des. (Industrial Design). Category 1-1,76,000 Category 2-2,35,000 Category 3-3,43,000 Category 4-3,68,000 Category 5-3,98,000 Please check.the.courses,as some might be exclusive.only at Bhopal and Chennai Campuses. I hope this cleared your query.For any more questions drop a line. I will try to answer as many as I can. Cheers "
1486,Vellore-Institute-of-Technology-Vellore,What will be the fees in VIT if we join in the 2nd and 3rd counselling?,5,3,5/3,No,Followed,2020-03-20,https://www.quora.com/What-will-be-the-fees-in-VIT-if-we-join-in-the-2nd-and-3rd-counselling,"2nd Counseling, 2nd and 3rd category as per selected course. 3rd counseling, 4th and 5th category. This applicable to CHENNAI and Vellore campus only. For other Campus, you will get at less category. "
1487,Vellore-Institute-of-Technology-Vellore,What is the test centre for the VITEEE exam allotted in Visakhapatnam?,1,1,1/1,No,Followed,2020-03-16,https://www.quora.com/What-is-the-test-centre-for-the-VITEEE-exam-allotted-in-Visakhapatnam,"Hey There, No slots have been allocated as yet.An official announcement is expected,after the deadline of VITEEE ends,that's on 22 March 2020. "
1488,Vellore-Institute-of-Technology-Vellore,"What should one prefer, colleges through the UP state engineering exam (UPSEE) or colleges like Amity, SRM, VIT, etc.?",1,2,1/2,No,Followed,2020-03-16,https://www.quora.com/What-should-one-prefer-colleges-through-the-UP-state-engineering-exam-UPSEE-or-colleges-like-Amity-SRM-VIT-etc,"Amity is nowhere comparable to VIT or SRM nor the upsee college except IET and HBTI. VIT is preferable for CSE branch. And again, amity is no where comparable to these colleges. "
1489,Vellore-Institute-of-Technology-Vellore,How do class 12th marks affect placements in VIT Vellore for a B.Tech student of the CSE branch?,6,3,6/3,No,Followed,2020-03-20,https://www.quora.com/How-do-class-12th-marks-affect-placements-in-VIT-Vellore-for-a-B-Tech-student-of-the-CSE-branch,"I don't think that class 12th marks can create much differences in getting placed in a software company. You already qualified for getting a seat in BTech CSE. Concentrate on your coding skills and other core subjects of Computer Science, that will be enough. "
1490,Vellore-Institute-of-Technology-Vellore,How do class 12th marks affect placements in VIT Vellore for a B.Tech student of the CSE branch?,6,3,6/3,No,Followed,2020-03-20,https://www.quora.com/How-do-class-12th-marks-affect-placements-in-VIT-Vellore-for-a-B-Tech-student-of-the-CSE-branch,"Placements won't be much affected by your 12th marks. Mostly all companies shortlist just based on your CGPA, and they just include 12th mark percentage (mostly 60% or 70%) as an eligibility criteria. Good luck!!! "
1491,Vellore-Institute-of-Technology-Vellore,I have only 20 days for my VITEEE exam. Can you suggest me a time table for my preparation?,2,1,2/1,No,Followed,2020-03-15,https://www.quora.com/I-have-only-20-days-for-my-VITEEE-exam-Can-you-suggest-me-a-time-table-for-my-preparation,"Try to cover the class 12th portion. most of the question came from the following topic: Physics Electric current,optics,wave optics,modern physics,capacitor,moment of inertia,magnetic effect,gravitation,etc. Maths: Calculs, trigonometry,AP-GP, Coordinate geometry etc. If you cover this topic then you complete 70% syllabus of maths & physics.and some basic knowledge about english.try to score more than 60 marks.No one give you time table for study.makes your own time table and cover these important topics. All the best for viteee 👍👍👍. "
1492,Vellore-Institute-of-Technology-Vellore,Will luck play a role in the VITEEE? What is your experience?,1,1,1/1,No,Followed,2020-03-15,https://www.quora.com/Will-luck-play-a-role-in-the-VITEEE-What-is-your-experience,"Yes. As the most of the students gets same score in VITEEE. For example from the previous stats 2L students appears for the exam in which nearly 90% students gets same score as claim by VIT (less than 30 marks). VIT uses statistical method for ranking which includes: Pace of answering: If someone took less time to answer a question which is tough will be awarded lesser rank as compared to others who took extra time in answering.Right answers: If your speed of answering is good and if attempted questions are almost correct then you might get advantage in ranking system.Slot paper level: If the paper of your slot is easy then your rank will be higher even if your score is high.As per VIT management, the ranking is unbiased. But this process of ranking is unfamiliar with many makes them turmoil. "
1493,Vellore-Institute-of-Technology-Vellore,I have only 20 days preparation for my VITEEE 2020 can anyone give me some tips to do the exam well and get into VIT Vellore?,4,3,4/3,No,Followed,2020-05-18,https://www.quora.com/I-have-only-20-days-preparation-for-my-VITEEE-2020-can-anyone-give-me-some-tips-to-do-the-exam-well-and-get-into-VIT-Vellore,"VITEEE is a gamble at best and you can never be sure what rank you might achieve. Since they don't give out scores, you might never know your score. Having said that, VITEEE is a very straightforward exam, much like any states’ common entrance exam. There syllabus is available on the University's website. Unfortunately, there's no standard weightage for specific topics in the exam. But you can still expect questions from major topics like mechanics, statics, projectile motion. Aromatic compounds is one of their faves, so you might wanna focus on that. If you don't have much time, yo can skip ov Continue ReadingVITEEE is a gamble at best and you can never be sure what rank you might achieve. Since they don't give out scores, you might never know your score. Having said that, VITEEE is a very straightforward exam, much like any states’ common entrance exam. There syllabus is available on the University's website. Unfortunately, there's no standard weightage for specific topics in the exam. But you can still expect questions from major topics like mechanics, statics, projectile motion. Aromatic compounds is one of their faves, so you might wanna focus on that. If you don't have much time, yo can skip over lesser read topics in inorganic chemistry. In mathematics, binomial expressions and algebraic equations are important. Unfortunately, I cannot provide a comprehensive plan to crack the exam in 20 days. But there's my 2 cents. Hope it helped. "
1494,Vellore-Institute-of-Technology-Vellore,I have only 20 days preparation for my VITEEE 2020 can anyone give me some tips to do the exam well and get into VIT Vellore?,4,3,4/3,No,Followed,2020-05-18,https://www.quora.com/I-have-only-20-days-preparation-for-my-VITEEE-2020-can-anyone-give-me-some-tips-to-do-the-exam-well-and-get-into-VIT-Vellore,"Hey There, I will just attach the link,to the question,that I had answered a few days previously. Noel Varghese's answer to How and what should I prepare for the VITEEE to get a good rank? Please refer and reach out if you have any clarifications,to clear. It is just that,these type of questions,repeatedly pops up,during this time and its not really easy to answer each person's query personally. I hope this cleared your query.For any more questions drop a line. I will try to answer as many as I can. Cheers "
1495,Vellore-Institute-of-Technology-Vellore,Can I get into VIT B.Des with an AIR of 254 in the UCEED 2020?,1,1,1/1,No,Followed,2020-03-14,https://www.quora.com/Can-I-get-into-VIT-B-Des-with-an-AIR-of-254-in-the-UCEED-2020,"I'm not sure if VIT University accepts scores of UCEED for admissions. They have their own entrance exam, VITEEE. You can apply for the same if you're interested in taking an admission in VIT University. "
1496,Vellore-Institute-of-Technology-Vellore,Will VIT close down for precautionary steps on coronavirus?,4,1,4/1,Yes,Followed,2020-03-14,https://www.quora.com/Will-VIT-close-down-for-precautionary-steps-on-coronavirus,"Yes, It may be possible due to corona virus crisis government need to close down all the institutions. Because of social distancing. It's compulsory for all after this crisis government will announce to open all the institutions & research centres. Please stay at your place where you are now. Regards Akshay Sharma "
1497,Vellore-Institute-of-Technology-Vellore,Can I get good marks in mathematics portion of VITEEE/KIITEE only by staying in NCERT level (JEE maths is impossible for me)?,3,3,3/3,No,Followed,2020-03-14,https://www.quora.com/Can-I-get-good-marks-in-mathematics-portion-of-VITEEE-KIITEE-only-by-staying-in-NCERT-level-JEE-maths-is-impossible-for-me,"VITEEE is very easy as compared to other competitive exams . You can easily score a good rank in this by your mathematics (many people are strong in maths but try having one more subject in which you are strong at, like i was strong in maths and physics). I have only studied using NCERT books so the rank was also good. The questions would mainly be basic (you need to know the concepts of the topics after which the exam would be child’s play for you). Focus on the questions you think could be solved and leave the difficult ones for the end. ALL THE BEST for your exams. "
1498,Vellore-Institute-of-Technology-Vellore,Can I get good marks in mathematics portion of VITEEE/KIITEE only by staying in NCERT level (JEE maths is impossible for me)?,3,3,3/3,No,Followed,2020-03-14,https://www.quora.com/Can-I-get-good-marks-in-mathematics-portion-of-VITEEE-KIITEE-only-by-staying-in-NCERT-level-JEE-maths-is-impossible-for-me,NCERT should get you through VITEEE. 
1499,Vellore-Institute-of-Technology-Vellore,"Is it possible to get a rank in the top 5,000 in the VITEEE in just 1 month?",1,2,1/2,No,Followed,2020-03-14,https://www.quora.com/Is-it-possible-to-get-a-rank-in-the-top-5-000-in-the-VITEEE-in-just-1-month,It depends on your board preparations if your boards’ fundamentals are clear then 1 month is sufficient for VITEEE. I hope you like the response!! 
1500,Vellore-Institute-of-Technology-Vellore,"Is it possible to get a rank in the top 5,000 in the VITEEE in just 1 month?",1,2,1/2,No,Followed,2020-03-14,https://www.quora.com/Is-it-possible-to-get-a-rank-in-the-top-5-000-in-the-VITEEE-in-just-1-month,"Slightly difficult but not impossible. Stick to the JEE syllabus and practice a lot of online exams. If possible, find out if any Institute near your place is conducting online mock tests. The rest is luck as the ranking system of VITEEE is slightly different from other exams. All the best. "
1501,Vellore-Institute-of-Technology-Vellore,I failed in physics but got an aggregate of 60 percent in PCM. Can I get admission in VIT or MIT?,2,1,2/1,No,Followed,2020-03-14,https://www.quora.com/I-failed-in-physics-but-got-an-aggregate-of-60-percent-in-PCM-Can-I-get-admission-in-VIT-or-MIT,"I'm sorry to say, but you need to pass individually in each subject to be eligible for an admission in VIT, but you can pass the subject and try again. It's not difficult to get in, you can always try again. All the best. "
1502,Vellore-Institute-of-Technology-Vellore,Can I get admission in VIT or MIT after taking the compartment exam in physics?,1,2,1/2,No,Followed,2020-03-14,https://www.quora.com/Can-I-get-admission-in-VIT-or-MIT-after-taking-the-compartment-exam-in-physics,"Hey There, It is not possible to do so. Board Exam results are usually expected around May-June of every year,but Universities Entrance Exams,do not wait for them.These exams are held,immediately after Boards,such as in the case of VITEEE. It takes time to know the Board results and then sitting for the compartment and then awaiting for the result.It usually takes upto an year. Your best choice is to keep revising your 12th physics portion,for the compartment exam(God forbid) along with your 11th portions,so as to prepare for the entrances of next year. These universities may allow you to write the Continue ReadingHey There, It is not possible to do so. Board Exam results are usually expected around May-June of every year,but Universities Entrance Exams,do not wait for them.These exams are held,immediately after Boards,such as in the case of VITEEE. It takes time to know the Board results and then sitting for the compartment and then awaiting for the result.It usually takes upto an year. Your best choice is to keep revising your 12th physics portion,for the compartment exam(God forbid) along with your 11th portions,so as to prepare for the entrances of next year. These universities may allow you to write the entrance and apply for seat counselling,but you will be not entertained for admission until 60% aggregate in PCM is obtained. I hope this cleared your query.For any more questions drop a line. I will try to answer as many as I can. Best of luck for your results. Cheers "
1503,Vellore-Institute-of-Technology-Vellore,Can I get admission in VIT or MIT after taking the compartment exam in physics?,1,2,1/2,No,Followed,2020-03-14,https://www.quora.com/Can-I-get-admission-in-VIT-or-MIT-after-taking-the-compartment-exam-in-physics,"I suppose if you meet eligibility criteria (with/without compartment) at the time of admission, you should be fine. "
1504,Vellore-Institute-of-Technology-Vellore,"Is LNMIIT the same as VIT, SRM, and Manipal?",7,2,7/2,No,Followed,2020-03-17,https://www.quora.com/Is-LNMIIT-the-same-as-VIT-SRM-and-Manipal,Yes.They all are private institutions run by diff.people. 
1505,Vellore-Institute-of-Technology-Vellore,"Is LNMIIT the same as VIT, SRM, and Manipal?",7,2,7/2,No,Followed,2020-03-17,https://www.quora.com/Is-LNMIIT-the-same-as-VIT-SRM-and-Manipal,Manipal>VIT>LNMIIT>SRM for CS/IT branch and placements (personal opinion) 
1506,Vellore-Institute-of-Technology-Vellore,How was the placement process at VIT for CSE?,0,2,0/2,No,Requested,2020-03-13,https://www.quora.com/How-was-the-placement-process-at-VIT-for-CSE,"Pretty amazing. The process is unparalleled in terms of number of companies, name of the companies, type of companies, package they provide, job profile they provide, opportunities that open up. Placements of VIT are divided into three broad categories - First would be super dream companies Amazon, Flipkart etc that offfer packages above 10LPA, approximately around top 15 to 20 percentile get placed in this region.Next are dream companies like Deloitte which offer jobs between 4LPA and 10LPA,majority of CS guys gets placed here and finally there are bulk placements which offer salary less than 4 Continue ReadingPretty amazing. The process is unparalleled in terms of number of companies, name of the companies, type of companies, package they provide, job profile they provide, opportunities that open up. Placements of VIT are divided into three broad categories - First would be super dream companies Amazon, Flipkart etc that offfer packages above 10LPA, approximately around top 15 to 20 percentile get placed in this region.Next are dream companies like Deloitte which offer jobs between 4LPA and 10LPA,majority of CS guys gets placed here and finally there are bulk placements which offer salary less than 4 lpa almost everybody get placed here.(This is for CSE guys). CSE has got best placements in VIT ,other branches like ECE and EEE people get majority of jobs in dream packages while quiet few mechanical and civil people get dream packages though almost everybody gets into jobs offered by mass recruiters. "
1507,Vellore-Institute-of-Technology-Vellore,How was the placement process at VIT for CSE?,0,2,0/2,No,Requested,2020-03-13,https://www.quora.com/How-was-the-placement-process-at-VIT-for-CSE,The placements in CSE for VIT are very good and if you have no backlogs and good at programming there is a very high chance of you getting placed in a company with a good package…over 700 companies visit VIT every year to give jobs to students…. 
1508,Vellore-Institute-of-Technology-Vellore,Can I apply in NRI category and general category in VIT?,1,1,1/1,No,Followed,2020-03-13,https://www.quora.com/Can-I-apply-in-NRI-category-and-general-category-in-VIT,"NO you can only apply for one. Take NRI category if the fee is not an issue as you get many perks including room allotment, more helpful, edge above others almost everywhere. But be careful as the fee structure for NRI student is on the higher side as compared to the general category students. "
1509,Vellore-Institute-of-Technology-Vellore,"As a TN student, can I get into VIT having low marks in the VITEEE?",1,1,1/1,No,Followed,2020-03-13,https://www.quora.com/As-a-TN-student-can-I-get-into-VIT-having-low-marks-in-the-VITEEE,"State doesn't have any effect on branch selection. If you have the rank, you can get the admission. Nothing more, nothing less. "
1510,Vellore-Institute-of-Technology-Vellore,"Which college is best among JIIT Noida, Thapar Patiala and VIT Vellore for a B.Tech in CSE?",3,4,3/4,No,Followed,2020-03-13,https://www.quora.com/Which-college-is-best-among-JIIT-Noida-Thapar-Patiala-and-VIT-Vellore-for-a-B-Tech-in-CSE,"Well, all these colleges are best in their own ways. But if we compare JIIT Noida, Thapar Institute of Engineering &Technology and VIT Vellore for Btech in CSE, Thapar Institute is anytime the best in India. The placement opportunity is impeccable. The average package is around 7-8 lac per annum. The highest package goes around 40-45 lac. Also, Thapar Institute of Engineering and Technology is ranked 23rd under NIRF (National Institutional Ranking Framework) by the Government of India rankings. For more placement information you can visit their website. Also, the Btech admission for the new batch Continue ReadingWell, all these colleges are best in their own ways. But if we compare JIIT Noida, Thapar Institute of Engineering &Technology and VIT Vellore for Btech in CSE, Thapar Institute is anytime the best in India. The placement opportunity is impeccable. The average package is around 7-8 lac per annum. The highest package goes around 40-45 lac. Also, Thapar Institute of Engineering and Technology is ranked 23rd under NIRF (National Institutional Ranking Framework) by the Government of India rankings. For more placement information you can visit their website. Also, the Btech admission for the new batch is open now. You can apply online here: Thapar Institute - B. Tech admission form 2020 "
1511,Vellore-Institute-of-Technology-Vellore,"Which college is best among JIIT Noida, Thapar Patiala and VIT Vellore for a B.Tech in CSE?",3,4,3/4,No,Followed,2020-03-13,https://www.quora.com/Which-college-is-best-among-JIIT-Noida-Thapar-Patiala-and-VIT-Vellore-for-a-B-Tech-in-CSE,Thapar > VIT >>>>JIIT If you're some who wants to be in north india & looking for some good interest in sports & extra curriculum activities Go for Thapar Patiala. If location doesn't matter & you're a geeky student VIT is a place for you. It shows unlimited availability of projects & diversity. JIIT is good but comparing to the mentioned institute it stands no where close to them. 
1512,Vellore-Institute-of-Technology-Vellore,Which is the better private institute amongst Manipal University and VIT?,2,1,2/1,No,Followed,2020-03-12,https://www.quora.com/Which-is-the-better-private-institute-amongst-Manipal-University-and-VIT,"Manipal University is far better in terms of placements, research as well as crowd as compared to VIT. Also like VIT,there are no strict rules in campus and hostel. Manipal gives you a lot of freedom. Manipal has 3 branches:- MIT,Manipal(MAHE)MUJ,Jaipur3.SMIT,Sikkim. Since, I study in MUJ. I can tell you more about it. The placement of our college is exponentially increasing every year. Almost all product based companies like Amazon, Oracle, IBM,Adobe, Uber, Google(visited only twice),Facebook,etc. Core Companies also visit like BHEL,SAIL,ONGC,Phillips,Intel,AMD,Qualcomm,Ultratech,Ambuja,Reliance Petroleum,L&T, JCB , etc visit our college. "
1513,Vellore-Institute-of-Technology-Vellore,Are there any lab time restrictions in VIT? How long can we access the CS labs per day?,0,1,0/1,No,Requested,2020-03-12,https://www.quora.com/Are-there-any-lab-time-restrictions-in-VIT-How-long-can-we-access-the-CS-labs-per-day,"No, there are no such restrictions. But the lab timings are important. They will not allow you to sit and use lab if they have classes going on also, i think you may asked to present some permission, i am not sure with this though for CSE, but for Civil we were asked to present permission to access equipments if some other projects are needed to be done. Rest there is no restrictions of utilising the facilities. "
1514,Vellore-Institute-of-Technology-Vellore,How and what should I prepare for the VITEEE to get a good rank?,5,3,5/3,No,Followed,2020-03-12,https://www.quora.com/How-and-what-should-I-prepare-for-the-VITEEE-to-get-a-good-rank,"Since I had answered this before,I will provide you with the link. Noel Varghese's answer to Which chapters should I study in MPC to answer all questions in the VITEEE 2020? I am sorry,I can't help with each chapter’s weight age,since all chapters in 11th and 12th syllabus are included and are important I suggest going through the NCERT Textbooks very thoroughly,every topic is important. I also suggest in practicing H.C Verma for Physics,Exam Idea for Maths and NCERT Textbook/Exam Idea for Chemistry It can be easy to score in VITEEE,since there is no negetive marking.I suggest preparing Chemistry r Continue ReadingSince I had answered this before,I will provide you with the link. Noel Varghese's answer to Which chapters should I study in MPC to answer all questions in the VITEEE 2020? I am sorry,I can't help with each chapter’s weight age,since all chapters in 11th and 12th syllabus are included and are important I suggest going through the NCERT Textbooks very thoroughly,every topic is important. I also suggest in practicing H.C Verma for Physics,Exam Idea for Maths and NCERT Textbook/Exam Idea for Chemistry It can be easy to score in VITEEE,since there is no negetive marking.I suggest preparing Chemistry really,well,since it was easy for me. Try practicing VITEEE past papers too,for familiarity. I hope this cleared your query.For any more questions drop a line. I will try to answer as many as I can. Cheers "
1515,Vellore-Institute-of-Technology-Vellore,How and what should I prepare for the VITEEE to get a good rank?,5,3,5/3,No,Followed,2020-03-12,https://www.quora.com/How-and-what-should-I-prepare-for-the-VITEEE-to-get-a-good-rank,"Hey reader, Every year nearly 1.5 lakh students are shortlisted for vit counsiling in month of May. As ranking of VIT is 13 by NIRF. So many students are excited to get get admission here. When I visited the college for my counciling session, I was really amazed by their class rooms and hostel. They really have a good hostel. With nice mess facility seniors here are also good ,but if you are from central or northern part of India you will find language problem and some times might get irritated. This college is also best in terms of placement and internship . But the fee is very high. Further if  Continue ReadingHey reader, Every year nearly 1.5 lakh students are shortlisted for vit counsiling in month of May. As ranking of VIT is 13 by NIRF. So many students are excited to get get admission here. When I visited the college for my counciling session, I was really amazed by their class rooms and hostel. They really have a good hostel. With nice mess facility seniors here are also good ,but if you are from central or northern part of India you will find language problem and some times might get irritated. This college is also best in terms of placement and internship . But the fee is very high. Further if you get a good rank like 2k or 1k you can c.s branch with low fee. Hope it helps "
1516,Vellore-Institute-of-Technology-Vellore,"What do you think about doing engineering from a reputed private college like SRM, Manipal, VIT or KIIT?",2,1,2/1,No,Followed,2020-03-13,https://www.quora.com/What-do-you-think-about-doing-engineering-from-a-reputed-private-college-like-SRM-Manipal-VIT-or-KIIT,"See first of all college matters I agree. All of the colleges mentioned above are reputed at national level. But whether its IIT or NIT or above college or any other sort of college , SKILLS MATTERS A LOT. So,if you get into IIT’s or NIT’s , best one continue to hard work. But if you got tier 3 college or above college, don’t disappoint you still have 4 years to prove yourself. ALL THE BEST HAPPY ENGINEERING !!! "
